Timestamp,DATE OF MURLI,MURLI ,  MURLI DATE ,MURLI  SUBJECT ,Point Details ,MURLI  SUBJECT ,Specify if other,POINT Detail,@dropdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2024 7:44:01,10/23/2024,साकार,,धारणा,"धारणा के लिए मुख्य सार:-

1) दर-दर धक्के खाने की आदत छोड़ भगवान की पढ़ाई ध्यान से पढ़नी है। कभी अबसेन्ट नहीं होना है। बाप समान टीचर भी जरूर बनना है। पढ़कर फिर पढ़ाना है।

2) सत्य नारायण की सच्ची कथा सुन नर से नारायण बनना है, ऐसा इज्जतवान स्वयं को स्वयं ही बनाना है। कभी भूतों के वशीभूत हो इज्जत गॅवानी नहीं है",वरदान,,"वरदान:-संबंध और प्राप्तियों की स्मृति द्वारा सदा खुशी में रहने वाले सहजयोगी भव
1.सहजयोग का आधार है - संबंध और प्राप्ति। संबंध के आधार पर प्यार पैदा होता है और जहाँ प्राप्तियां होती हैं वहाँ मन-बुद्धि सहज ही जाता है। 
2.तो संबंध में मेरेपन के अधिकार से याद करो, दिल से कहो मेरा बाबा और बाप द्वारा जो शक्तियों का, ज्ञान का, गुणों का, सुख-शान्ति, आंनद, प्रेम का खजाना मिला है उसे स्मृति में इमर्ज करो, इससे अपार खुशी रहेगी और सहजयोगी भी बन जायेंगे",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2024 7:44:35,10/23/2024,साकार,,स्लोगन,स्लोगन:-देह-भान से मुक्त बनो तो दूसरे सब बन्धन स्वत: खत्म हो जायेंगे।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2024 7:08:00,10/25/2024,साकार,,परमात्मा का role,"1.यह तो जानते हो कि तीसरा नेत्र भी होता है। बाप जानते हैं सारी दुनिया की जो भी आत्मायें हैं, सबको मैं वर्सा देने आया हूँ। 
2.बाप की दिल में तो वर्सा ही याद होगा। लौकिक बाप की भी दिल में वर्सा ही याद होगा। बच्चों को वर्सा देंगे। बच्चा नहीं होता है तो मूँझते हैं, किसको दें। फिर एडाप्ट कर लेते हैं। 
3.यहाँ तो बाप बैठे हैं, इनकी तो सारे दुनिया की जो भी आत्मायें हैं, सब तरफ नज़र जाती है। जानते हैं सबको मुझे वर्सा देना है। भल बैठे यहाँ हैं परन्तु नज़र सारे विश्व पर और सारे विश्व के मनुष्य मात्र पर है क्योंकि सारे विश्व को ही निहाल करना होता है। 
4.बाप समझाते हैं यह है पुरूषोत्तम संगमयुग। तुम जानते हो बाबा आया हुआ है सबको शान्तिधाम, सुखधाम ले जाने। सब निहाल हो जाने वाले हैं। ड्रामा के प्लैन अनुसार कल्प-कल्प निहाल हो जायेंगे। बाप सब बच्चों को याद करते हैं। नज़र तो जाती है ना। सब नहीं पढ़ेंगे। ड्रामा प्लैन अनुसार सबको वापिस जाना है", नई दुनिया,,"1.थोड़ा आगे चलेंगे तो खुद भी समझ जायेंगे अब विनाश होता है। अब नई दुनिया की स्थापना होनी है क्योंकि आत्मा तो फिर भी चैतन्य है ना।
2. तो बुद्धि में आ जायेगा - बाप आया हुआ है। पैराडाइज़ स्थापन होगा और हम शान्तिधाम में चले जायेंगे। सबकी गति होगी ना। बाकी तुम्हारी सद्गति होगी। 
3 अभी बाबा आया हुआ है। हम स्वर्ग में जायेंगे। जयजयकार हो जायेगी।
4. अभी तो बहुत हाहाकार है। कहाँ अकाल पड़ रहा है, कहाँ लड़ाई चल रही है, कहाँ भूकम्प होते हैं। हजारों मरते रहते हैं। मौत तो होना ही है। 
5.सतयुग में यह बातें होती नहीं। बाप जानते हैं अब मैं जाता हूँ फिर सारे विश्व में जयजयकार हो जायेगी। मैं भारत में ही जाऊंगा। सारे विश्व में भारत जैसे गांव है
6.सतयुग में सारी विश्व जैसे एक छोटा गाँव था। अभी तो कितनी वृद्धि हो गई है। बाप की बुद्धि में तो सब है ना। अब इस शरीर द्वारा बच्चों को समझा रहे हैं। तुम्हारा पुरूषार्थ वही चलता है जो कल्प-कल्प चलता है। 
7.बाप भी कल्प वृक्ष का बीजरूप है। यह है कारपोरियल झाड़। ऊपर में है इनकारपोरियल झाड़। तुम जानते हो यह कैसे बना हुआ है। यह समझ और कोई मनुष्य में नहीं है। बेसमझ और समझदारों का फ़र्क देखो। कहाँ समझदार स्वर्ग में राज्य करते थे, उनको कहा ही जाता है सचखण्ड, हेविन।
8.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2024 7:20:37,10/25/2024,साकार,,,"1.अभी तुम बच्चों को अन्दर में बड़ी खुशी होनी चाहिए। बाबा आया हुआ है, यह पुरानी दुनिया तो जरूर बदलेगी। जितना-जितना जो पुरूषार्थ करेंगे, उतना पद पायेंगे।
2. बाप तो पढ़ा रहे हैं। यह तुम्हारी स्कूल तो बहुत वृद्धि को पाती रहेगी। बहुत हो जायेंगे। सबका स्कूल इकट्ठा थोड़ेही होगा। इतने रहेंगे कहाँ।
3.   सुखधाम- तुम बच्चों को याद है - अभी हम जाते हैं सुखधाम। जैसे कोई भी विलायत में जाते हैं तो 8-10 वर्ष जाकर रहते हैं ना। फिर आते हैं भारत में। भारत तो गरीब है। 4.विलायत वालों को यहाँ सुख नहीं आयेगा। वैसे तुम बच्चों को भी यहाँ सुख नहीं है। तुम जानते हो हम बहुत ऊंची पढ़ाई पढ़ रहे हैं, जिससे हम स्वर्ग के मालिक देवता बनते हैं। वहाँ कितने सुख होंगे। उस सुख को सभी याद करते हैं।
5.  कलियुग-   यह गाँव (कलियुग) तो याद भी नहीं आ सकता, इनमें तो अथाह दु:ख हैं। इस रावण राज्य, पतित दुनिया में आज अपरमअपार दु:ख हैं कल फिर अपरमअपार सुख होंगे। 
6.     योग-बल-  कल फिर अपरमअपार सुख होंगे। हम योग-बल से अथाह सुख वाली दुनिया स्थापन कर रहे हैं। यह राजयोग है ना।
7. बाप खुद कहते हैं मैं तुमको राजाओं का राजा बनाता हूँ। तो ऐसा बनाने वाले टीचर को याद करना चाहिए ना। टीचर बिगर बैरिस्टर, इन्जीनियर आदि थोड़ेही बन सकते हैं। यह फिर है नई बात।
8. आत्माओं को योग लगाना है परमात्मा बाप के साथ, जिससे ही बहुत समय अलग रहे हैं। बहुकाल क्या? वह भी बाप आपेही समझाते रहते हैं। मनुष्य तो लाखों वर्ष आयु कह देते हैं। बाप कहते हैं - नहीं, यह तो हर 5 हज़ार वर्ष बाद तुम जो पहले-पहले बिछुड़े हो वही आकर बाप से मिलते हो।",पुरूषार्थ-आत्मा,,"1.तुमको ही पुरूषार्थ करना है। मीठे-मीठे बच्चों को कोई तकल़ीफ नहीं देते हैं, सिर्फ कहते हैं अपने को आत्मा समझो। जीव आत्मा है ना। आत्मा अविनाशी है, जीव विनाशी है।
2. आत्मा एक शरीर छोड़ दूसरा लेती है, आत्मा कभी पुरानी नहीं होती है। वन्डर है ना। पढ़ाने वाला भी वन्डरफुल, पढ़ाई भी वन्डरफुल है। किसको भी याद नहीं, भूल जाती है। आगे जन्म में क्या पढ़ते थे, किसको याद है क्या? इस जन्म में तुम पढ़ते हो, रिज़ल्ट नई दुनिया में मिलती है
3.अभी यह पुरूषोत्तम संगमयुग है, हम नई दुनिया में जाने वाले हैं। यह याद रहे तो भी तुमको बाप की याद रहेगी।
4. याद के लिए बाप अनेक उपाय बताते हैं। बाप भी है, टीचर भी है, सतगुरू भी है। तीनों रूप में याद करो। कितनी युक्तियाँ दे रहे हैं याद करने की। परन्तु माया भुला देती है। 
5.बाप जो नई दुनिया स्थापन करते हैं, बाप ने ही बताया है यह पुरूषोत्तम संगमयुग है, यह याद करो फिर भी याद क्यों नहीं कर सकते हो! युक्तियां बतलाते हैं याद की। 6.फिर साथ-साथ कहते भी हैं माया बड़ी दुश्तर है। घड़ी-घड़ी तुमको भुलायेगी और देह-अभिमानी बना देगी इसलिए जितना हो सके याद करते रहो। उठते-बैठते, चलते-फिरते देह के बदले अपने को देही समझो। 
7.यह है मेहनत। नॉलेज तो बहुत सहज है। सब बच्चे कहते हैं याद ठहरती नहीं। तुम बाप को याद करते हो, माया फिर अपनी तरफ खींच लेती है। इस पर ही यह खेल बना हुआ है।
8. तुम भी समझते हो हमारा बुद्धियोग जो बाप के साथ और पढ़ाई की सबजेक्ट में होना चाहिए, वह नहीं है, भूल जाते हैं। परन्तु तुम्हें भूलना नहीं चाहिए। ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2024 7:26:38,10/25/2024,,,सेवा ," 1.परन्तु पढ़ाने समय कुछ तो आगे चाहिए ना। कितने चित्र बनते रहते हैं। पाण्डव गवर्मेन्ट के प्लैन देखो कैसे हैं। उस गवर्मेन्ट के भी प्लैन हैं।
2. तुम समझते हो नई दुनिया में सिर्फ भारत ही था, बहुत छोटा था। सारा भारत विश्व का मालिक था। एवरीथिंग न्यु होती है। दुनिया तो एक ही है। एक्टर्स भी वही हैं, चक्र फिरता जाता है।
3. तुम गिनती करेंगे, इतने सेकण्ड, इतने घण्टे, दिन, वर्ष पूरे हुए फिर चक्र फिरता रहेगा। आजकल करते-करते 5 हज़ार वर्ष पूरे हो गये हैं। सब सीन-सीनरी, खेलपाल होते आते हैं। ",झाड़ ,,"1.कितना बड़ा बेहद का झाड़ है। झाड़ के पत्ते तो गिन नहीं सकते हैं। यह झाड़ है। इसका फाउन्डेशन देवी देवता धर्म है, 
2.फिर यह तीन ट्यूब्स (धर्म) मुख्य निकले हुए हैं। बाकी झाड़ के पत्ते तो कितने ढेर हैं। कोई की ताकत नहीं जो गिनती कर सके। इस समय सब धर्मों के झाड़ वृद्धि को पा चुके हैं। यह बेहद का बड़ा झाड़ है। 
3.यह सब धर्म फिर नहीं रहेंगे। अभी सारा झाड़ खड़ा है बाकी फाउन्डेशन है नहीं। बनेन ट्री का मिसाल बिल्कुल एक्यूरेट है। यह एक ही वन्डरफुल झाड़ है, बाप ने दृष्टान्त भी ड्रामा में यह रखा है समझाने के लिए। फाउन्डेशन है नहीं। तो यह समझ की बात है। बाप ने तुमको कितना समझदार बनाया है। अभी देवता धर्म का फाउन्डेशन है नहीं। बाकी कुछ निशानियाँ हैं - आटे में नमक। प्राय: यह निशानियाँ बाकी रही हैं। तो बच्चों की बुद्धि में यह सारा ज्ञान आना चाहिए। बाप की भी बुद्धि में नॉलेज है ना। तुमको भी सारा नॉलेज दे आपसमान बना रहे हैं। बाप बीजरूप है और यह उल्टा झाड़ है।",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2024 7:37:09,10/25/2024,साकार,,Drama- सृष्टि चक्र," 1.यह बड़ा बेहद का ड्रामा है। अभी तुम्हारी बुद्धि ऊपर चली गई है। तुमने बाप को और रचना को जान लिया है। भल शास्त्रों में है ऋषि-मुनि कैसे जानेंगे। एक भी जानता हो तो परम्परा चले। दरकार ही नहीं। जबकि सद्गति हो जाती है, बीच में कोई भी वापस नहीं जा सकता
2.अभी देवता धर्म का फाउन्डेशन है नहीं। बाकी कुछ निशानियाँ हैं - आटे में नमक। प्राय: यह निशानियाँ बाकी रही हैं। 
3.तो बच्चों की बुद्धि में यह सारा ज्ञान आना चाहिए। बाप की भी बुद्धि में नॉलेज है ना। तुमको भी सारा नॉलेज दे आपसमान बना रहे हैं। 
4 बाप बीजरूप है और यह उल्टा झाड़ है। यह बड़ा बेहद का ड्रामा है। अभी तुम्हारी बुद्धि ऊपर चली गई है। तुमने बाप को और रचना को जान लिया है। भल शास्त्रों में है ऋषि-मुनि कैसे जानेंगे। एक भी जानता हो तो परम्परा चले। दरकार ही नहीं। जबकि सद्गति हो जाती है, बीच में कोई भी वापस नहीं जा सकता। नाटक पूरा हो तब तक सब एक्टर्स यहाँ होने हैं, जब तक बाप  है, जब वहाँ बिल्कुल खाली हो जायेंगे तब तो शिवबाबा की बरात जायेगी।
5. पहले से तो नहीं जाकर बैठेंगे। तो बाप सारी नॉलेज बैठ देते हैं। यह वर्ल्ड का चक्र कैसे रिपीट होता है। सतयुग, त्रेता, द्वापर, कलियुग...... फिर संगम होता है। गायन है परन्तु संगमयुग कब होता है, यह किसको पता नहीं है।",,,"1.तुम बच्चे समझ गये हो - 4 युग हैं। यह है लीप युग, इनको मिडगेट कहा जाता है। श्रीकृष्ण को भी मिडगेट दिखाते हैं। तो यह है नॉलेज। नॉलेज को मोड़-तोड़कर भक्ति में क्या बना दिया है। ज्ञान का सारा सूत मूँझा हुआ है। उनको समझाने वाला तो एक ही बाप है। 
2.प्राचीन राजयोग सिखलाने लिए विलायत में जाते हैं। वह तो यह है ना। प्राचीन अर्थात् पहला। सहज राजयोग सिखलाने बाप आये हैं। कितना अटेन्शन रहता है। तुम भी अटेन्शन रखते हो कि स्वर्ग स्थापन हो जाए। 
3.आत्मा को याद तो आता है ना। बाप कहते हैं यह नॉलेज जो मैं अभी तुमको देता हूँ फिर मैं ही आकर दूँगा। यह नई दुनिया के लिए नया ज्ञान है। यह ज्ञान बुद्धि में रहने से खुशी बहुत होती है।
4. बाकी थोड़ा टाइम है। अब चलना है। एक तरफ खुशी होती है दूसरे तरफ फिर फील भी होता है। अरे, ऐसा मीठा बाबा हम फिर कल्प बाद देखेंगे। बाप ही बच्चों को इतना सुख देते हैं ना। बाप आते ही हैं - शान्ति-धाम-सुखधाम में ले जाने। तुम शान्तिधाम-सुखधाम को याद करो तो बाप भी याद आयेगा। इस दु:खधाम को भूल जाओ। 
5.बेहद का बाप बेहद की बात सुनाते हैं। पुरानी दुनिया से तुम्हारा ममत्व निकलता जायेगा तो खुशी भी होगी। तुम रिटर्न में फिर सुखधाम में जाते हो। सतोप्रधान बनते जायेंगे। कल्प-कल्प जो बने हैं वही बनेंगे और उनको ही खुशी होगी फिर यह पुराना शरीर छोड़ देंगे। 
6.फिर नया शरीर लेकर सतोप्रधान दुनिया में आयेंगे। यह नॉलेज खलास हो जायेगी। बातें तो बहुत सहज हैं। रात को सोते समय ऐसे-ऐसे सिमरण करो तो भी खुशी रहेगी। हम यह बन रहे हैं। सारे दिन में हमने कोई शैतानी तो नहीं की? 5 विकारों से कोई विकार ने हमको सताया तो नहीं? लोभ तो नहीं आया? ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2024 7:39:51,10/25/2024,साकार,,धारणा,"धारणा के लिए मुख्य सार:-

1) योगबल से अथाह सुखों वाली दुनिया स्थापन करनी है। इस दु:ख की पुरानी दुनिया को भूल जाना है। खुशी रहे कि हम सच खण्ड के मालिक बन रहे हैं।

2) रोज़ अपनी जांच करनी है कि सारे दिन में कोई विकार ने सताया तो नहीं? कोई शैतानी काम तो नहीं किया? लोभ के वश तो नहीं हुए?",वरदान,,"वरदान:
1.-वरदाता द्वारा सर्वश्रेष्ठ सम्पत्ति का वरदान प्राप्त करने वाले सम्पत्तिवान भव
2.किसी के पास अगर सिर्फ स्थूल सम्पत्ति है तो भी सदा सन्तुष्ट नहीं रह सकते। स्थूल सम्पत्ति के साथ अगर सर्व गुणों की सम्पत्ति, सर्व शक्तियों की सम्पत्ति और ज्ञान की श्रेष्ठ सम्पत्ति नहीं है तो सन्तुष्टता सदा नहीं रह सकती। 3.आप सबके पास तो यह सब श्रेष्ठ सम्पत्तियाँ हैं। दुनिया वाले सिर्फ स्थूल सम्पत्ति वाले को सम्पत्तिवान समझते हैं लेकिन वरदाता बाप द्वारा आप बच्चों को सर्व श्रेष्ठ सम्पत्तिवान भव का वरदान मिला हुआ है।",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2024 7:40:30,10/25/2024,,,स्लोगन,स्लोगन:-सच्ची साधना द्वारा हाय-हाय को वाह-वाह में परिवर्तन करो।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2024 7:18:53,10/31/2024,साकार,,याद ,"1.शिवबाबा याद है? 
2.स्वर्ग की बादशाही याद है?
3. यहाँ जब बैठते हो तो दिमाग में आना चाहिए - हम बेहद के बाप के बच्चे हैं और नित्य बाप को याद करते हैं। 
4.याद करने बिगर हम वर्सा ले नहीं सकते। काहे का वर्सा? पवित्रता का। 
5.तो उसके लिए ऐसा पुरूषार्थ करना चाहिए। ",,,"1.तो उसके लिए ऐसा पुरूषार्थ करना चाहिए।
2. कभी भी कोई विकार की बात हमारे आगे आ नहीं सकती, सिर्फ विकार की भी बात नहीं। एक भूत नहीं परन्तु कोई भी भूत आ नहीं सकता। 
3.ऐसा शुद्ध अहंकार रहना चाहिए। बहुत ऊंच ते ऊंच भगवान के हम बच्चे भी ऊंच ते ऊंच ठहरे ना। बातचीत, चलन कैसी रॉयल होनी चाहिए। 
4.बाप चलन से समझते हैं यह तो बिल्कुल ही वर्थ नाट ए पेनी है। मेरा बच्चा कहलाने का भी हकदार नहीं। लौकिक बाप को भी न लायक बच्चे को देख अन्दर में ऐसे होता है। 
5.यह भी बाप है। बच्चे जानते हैं बाप हमको शिक्षा दे रहे हैं परन्तु कोई-कोई ऐसे हैं जो बिल्कुल समझते नहीं। बेहद का बाप हमको समझा रहे हैं वह निश्चय नहीं, नशा नहीं।
6. तुम बच्चों का दिमाग कितना ऊंच होना चाहिए। हम कितने ऊंच बाप के बच्चे हैं। बाप कितना समझाते हैं। अन्दर में सोचो हम कितने ऊंच ते ऊंच बाप के बच्चे हैं, हमारा कैरेक्टर कितना ऊंच होना चाहिए
7. जो इन देवी-देव-ताओं की महिमा है, वह हमारी होनी चाहिए। प्रजा की थोड़ेही महिमा है। एक लक्ष्मी-नारायण को ही दिखाया है। तो बच्चों को कितनी अच्छी सर्विस करनी चाहिए। इन लक्ष्मी-नारायण दोनों ने यह सर्विस की है ना। दिमाग कितना ऊंचा चाहिए",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2024 7:23:55,10/31/2024,साकार,,Service,"1.तो बच्चों को कितनी अच्छी सर्विस करनी चाहिए। इन लक्ष्मी-नारायण दोनों ने यह सर्विस की है ना। दिमाग कितना ऊंचा चाहिए। 
2.कई बच्चों में तो कोई फ़र्क ही नहीं। माया से हार खा लेते हैं तो और ही जास्ती बिगड़ जाते हैं। नहीं तो अन्दर में कितना नशा रहना चाहिए। हम बेहद के बाप के बच्चे हैं। 
3.बाप कहते हैं सबको मेरा परिचय देते रहो। सर्विस से ही शोभा पायेंगे, तब ही बाप की दिल पर चढ़ेंगे। बच्चा वह जो बाप की दिल पर चढ़ा हुआ हो। बाप का बच्चों पर कितना लव होता है। बच्चों को सिर पर चढ़ाते हैं। इतना मोह होता है परन्तु वह तो है हद का मायावी मोह। यह तो है बेहद का।
4. ऐसा कोई बाप होगा जो बच्चों को देख खुश न हो। माँ-बाप को तो अथाह खुशी होती है। यहाँ जब बैठते हो तो समझना चाहिए बाबा हमको पढ़ाते हैं। बाबा हमारा ओबीडियेन्ट टीचर है।
5. बेहद के बाप ने जरूर कोई सर्विस की होगी तब तो गायन है ना। कितनी वन्डरफुल बात है। कितनी उनकी महिमा की जाती है। यहाँ बैठे हो तो बुद्धि में नशा रहना चाहिए।",सन्यासी और गृहस्थ ,,"1.संन्यासी तो हैं ही निवृत्ति मार्ग वाले। उन्हों का धर्म ही अलग है। यह भी अब बाप समझाते हैं। तुम थोड़ेही जानते थे संन्यास मार्ग को। 
2.तुम तो गृहस्थ आश्रम में रहते भक्ति आदि करते थे, तुमको फिर ज्ञान मिलता है, उनको तो ज्ञान मिलने का है नहीं। 
3.तुम कितना ऊंच पढ़ते हो और बैठे कितने साधारण हो, नीचे। देलवाड़ा मन्दिर में भी तुम नीचे तपस्या में बैठे हो, ऊपर में वैकुण्ठ खड़ा है। ऊपर वैकुण्ठ को देख मनुष्य समझते हैं स्वर्ग ऊपर ही होता है।",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2024 7:34:16,10/31/2024,,,पढ़ाई ,"1.तो तुम बच्चों के अन्दर में यह सब बातें आनी चाहिए कि यह स्कूल है। हम पढ़ रहे हैं। कहाँ चक्र लगाने जाते हो तो भी बुद्धि में यह ख्यालात चलें तो बहुत मजा आयेगा। 
2.बेहद के बाप को तो दुनिया में कोई नहीं जानते। बाप के बच्चे बनकर और बाप की बायोग्राफी को न जाने, ऐसा भुट्टू कभी देखा। 
3.न जानने के कारण कह देते वह सर्वव्यापी है। भगवान को ही कह देते आपेही पूज्य, आपेही पुजारी। तुम बच्चों को अन्दर में कितनी खुशी होनी चाहिए - हम कितने ऊंच पूज्य थे। फिर हम ही पुजारी बने हैं।
4. जो शिवबाबा तुमको इतना ऊंच बनाते हैं फिर ड्रामा अनुसार तुम ही उनकी पूजा शुरू करते हो। इन बातों को दुनिया थोड़ेही जानती है कि भक्ति कब शुरू होती है। 5.बाप तुम बच्चों को रोज़-रोज़ समझाते रहते हैं, यहाँ बैठे हो तो अन्दर में खुशी होनी चाहिए ना। हमको कौन पढ़ाते हैं! भगवान आकर पढ़ाते हैं - यह तो कभी सुना भी नहीं होगा। ",श्रीमत - मनुष्य मत ,,"1. वह तो समझते हैं गीता का भगवान श्रीकृष्ण है तो श्रीकृष्ण ही पढ़ाता होगा। अच्छा, श्रीकृष्ण भी समझो तो भी कितनी ऊंच अवस्था होनी चाहिए। 
2.एक किताब भी है मनुष्य मत और ईश्वरीय मत का। देवताओं को तो मत लेने की दरकार ही नहीं है। मनुष्य चाहते हैं ईश्वर की मत। 
3.देवताओं को तो मत अगले जन्म में मिली थी जिससे ऊंच पद पाया। अभी तुम बच्चों को श्रीमत मिल रही है श्रेष्ठ बनने के लिए। 
4.ईश्वरीय मत और मनुष्य मत में कितना फर्क है। मनुष्य मत क्या कहती है, ईश्वरीय मत क्या कहती है। तो जरूर ईश्वरीय मत पर चलना पड़े। 
5.कोई से मिलने जाते हैं तो कुछ भी ले नहीं जाते। याद नहीं रहता किसको क्या सौगात देनी चाहिए। यह मनुष्य मत और ईश्वरीय मत का कान्ट्रास्ट बहुत जरूरी है। 
6.तुम मनुष्य थे तो आसुरी मत थी और अभी ईश्वरीय मत मिलती है। उनमें कितना फर्क है।
7.यह शास्त्र आदि सब मनुष्यों के ही बनाये हुए हैं। बाप कोई शास्त्र पढ़कर आते हैं क्या? बाप कहते हैं मैं कोई बाप का बच्चा हूँ क्या? मैं कोई गुरू का शिष्य हूँ क्या, जिससे सीखा हूँ? तो यह भी सब बातें समझानी चाहिए। 8.भल यह जानते हैं कि बन्दरबुद्धि हैं परन्तु मन्दिर लायक बनने वाले भी हैं ना। ऐसे बहुत मनुष्य मत पर चलते हैं फिर तुम सुनाते हो कि हम ईश्वरीय मत पर क्या बनते हैं, वह हमको पढ़ाते हैं",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
